Nome do Ativo;Data; Número Índice 
CDI;29/04/1997;106,96
CDI;30/04/1997;107,04
CDI;02/05/1997;107,12
CDI;05/05/1997;107,21
CDI;06/05/1997;107,29
CDI;07/05/1997;107,37
CDI;08/05/1997;107,46
CDI;09/05/1997;107,54
CDI;12/05/1997;107,63
CDI;13/05/1997;107,71
CDI;14/05/1997;107,8
CDI;15/05/1997;107,88
CDI;16/05/1997;107,97
CDI;19/05/1997;108,05
CDI;20/05/1997;108,14
CDI;21/05/1997;108,23
CDI;22/05/1997;108,31
CDI;23/05/1997;108,4
CDI;26/05/1997;108,48
CDI;27/05/1997;108,57
CDI;28/05/1997;108,65
CDI;30/05/1997;108,73
CDI;02/06/1997;108,81
CDI;03/06/1997;108,89
CDI;04/06/1997;108,98
CDI;05/06/1997;109,06
CDI;06/06/1997;109,14
CDI;09/06/1997;109,22
CDI;10/06/1997;109,31
CDI;11/06/1997;109,39
CDI;12/06/1997;109,47
CDI;13/06/1997;109,56
CDI;16/06/1997;109,64
CDI;17/06/1997;109,72
CDI;18/06/1997;109,81
CDI;19/06/1997;109,89
CDI;20/06/1997;109,97
CDI;23/06/1997;110,06
CDI;24/06/1997;110,14
CDI;25/06/1997;110,22
CDI;26/06/1997;110,31
CDI;27/06/1997;110,39
CDI;30/06/1997;110,47
CDI;01/07/1997;110,55
CDI;02/07/1997;110,62
CDI;03/07/1997;110,7
CDI;04/07/1997;110,77
CDI;07/07/1997;110,85
CDI;08/07/1997;110,93
CDI;09/07/1997;111
CDI;10/07/1997;111,08
CDI;11/07/1997;111,16
CDI;14/07/1997;111,23
CDI;15/07/1997;111,31
CDI;16/07/1997;111,39
CDI;17/07/1997;111,47
CDI;18/07/1997;111,54
CDI;21/07/1997;111,62
CDI;22/07/1997;111,7
CDI;23/07/1997;111,77
CDI;24/07/1997;111,85
CDI;25/07/1997;111,93
CDI;28/07/1997;112,01
CDI;29/07/1997;112,08
CDI;30/07/1997;112,16
CDI;31/07/1997;112,24
CDI;01/08/1997;112,32
CDI;04/08/1997;112,4
CDI;05/08/1997;112,49
CDI;06/08/1997;112,57
CDI;07/08/1997;112,65
CDI;08/08/1997;112,74
CDI;11/08/1997;112,82
CDI;12/08/1997;112,91
CDI;13/08/1997;112,99
CDI;14/08/1997;113,08
CDI;15/08/1997;113,16
CDI;18/08/1997;113,25
CDI;19/08/1997;113,33
CDI;20/08/1997;113,42
CDI;21/08/1997;113,5
CDI;22/08/1997;113,59
CDI;25/08/1997;113,67
CDI;26/08/1997;113,76
CDI;27/08/1997;113,84
CDI;28/08/1997;113,93
CDI;29/08/1997;114,01
CDI;01/09/1997;114,1
CDI;02/09/1997;114,18
CDI;03/09/1997;114,26
CDI;04/09/1997;114,34
CDI;05/09/1997;114,42
CDI;08/09/1997;114,51
CDI;09/09/1997;114,59
CDI;10/09/1997;114,67
CDI;11/09/1997;114,75
CDI;12/09/1997;114,83
CDI;15/09/1997;114,92
CDI;16/09/1997;115
CDI;17/09/1997;115,08
CDI;18/09/1997;115,16
CDI;19/09/1997;115,25
CDI;22/09/1997;115,33
CDI;23/09/1997;115,41
CDI;24/09/1997;115,49
CDI;25/09/1997;115,58
CDI;26/09/1997;115,66
CDI;29/09/1997;115,74
CDI;30/09/1997;115,82
CDI;01/10/1997;115,9
CDI;02/10/1997;115,98
CDI;03/10/1997;116,06
CDI;06/10/1997;116,14
CDI;07/10/1997;116,22
CDI;08/10/1997;116,3
CDI;09/10/1997;116,38
CDI;10/10/1997;116,46
CDI;13/10/1997;116,54
CDI;14/10/1997;116,61
CDI;15/10/1997;116,69
CDI;16/10/1997;116,78
CDI;17/10/1997;116,86
CDI;20/10/1997;116,94
CDI;21/10/1997;117,02
CDI;22/10/1997;117,1
CDI;23/10/1997;117,18
CDI;24/10/1997;117,26
CDI;27/10/1997;117,34
CDI;28/10/1997;117,42
CDI;29/10/1997;117,5
CDI;30/10/1997;117,58
CDI;31/10/1997;117,67
CDI;03/11/1997;117,85
CDI;04/11/1997;118,02
CDI;05/11/1997;118,19
CDI;06/11/1997;118,37
CDI;07/11/1997;118,54
CDI;10/11/1997;118,72
CDI;11/11/1997;118,89
CDI;12/11/1997;119,07
CDI;13/11/1997;119,25
CDI;14/11/1997;119,42
CDI;17/11/1997;119,6
CDI;18/11/1997;119,78
CDI;19/11/1997;119,96
CDI;20/11/1997;120,13
CDI;21/11/1997;120,31
CDI;24/11/1997;120,49
CDI;25/11/1997;120,67
CDI;26/11/1997;120,85
CDI;27/11/1997;121,03
CDI;28/11/1997;121,21
CDI;01/12/1997;121,37
CDI;02/12/1997;121,52
CDI;03/12/1997;121,68
CDI;04/12/1997;121,83
CDI;05/12/1997;121,99
CDI;08/12/1997;122,15
CDI;09/12/1997;122,31
CDI;10/12/1997;122,47
CDI;11/12/1997;122,62
CDI;12/12/1997;122,78
CDI;15/12/1997;122,94
CDI;16/12/1997;123,1
CDI;17/12/1997;123,26
CDI;18/12/1997;123,42
CDI;19/12/1997;123,58
CDI;22/12/1997;123,75
CDI;23/12/1997;123,91
CDI;24/12/1997;124,08
CDI;26/12/1997;124,25
CDI;29/12/1997;124,41
CDI;30/12/1997;124,58
CDI;31/12/1997;124,74
CDI;02/01/1998;124,9
CDI;05/01/1998;125,06
CDI;06/01/1998;125,22
CDI;07/01/1998;125,39
CDI;08/01/1998;125,55
CDI;09/01/1998;125,71
CDI;12/01/1998;125,87
CDI;13/01/1998;126,03
CDI;14/01/1998;126,19
CDI;15/01/1998;126,35
CDI;16/01/1998;126,51
CDI;19/01/1998;126,67
CDI;20/01/1998;126,83
CDI;21/01/1998;126,99
CDI;22/01/1998;127,15
CDI;23/01/1998;127,31
CDI;26/01/1998;127,47
CDI;27/01/1998;127,62
CDI;28/01/1998;127,78
CDI;29/01/1998;127,94
CDI;30/01/1998;128,08
CDI;02/02/1998;128,23
CDI;03/02/1998;128,38
CDI;04/02/1998;128,53
CDI;05/02/1998;128,68
CDI;06/02/1998;128,83
CDI;09/02/1998;128,99
CDI;10/02/1998;129,14
CDI;11/02/1998;129,29
CDI;12/02/1998;129,44
CDI;13/02/1998;129,59
CDI;16/02/1998;129,74
CDI;17/02/1998;129,89
CDI;18/02/1998;130,04
CDI;19/02/1998;130,19
CDI;20/02/1998;130,34
CDI;25/02/1998;130,49
CDI;26/02/1998;130,64
CDI;27/02/1998;130,79
CDI;02/03/1998;130,94
CDI;03/03/1998;131,09
CDI;04/03/1998;131,23
CDI;05/03/1998;131,37
CDI;06/03/1998;131,49
CDI;09/03/1998;131,62
CDI;10/03/1998;131,75
CDI;11/03/1998;131,88
CDI;12/03/1998;132
CDI;13/03/1998;132,13
CDI;16/03/1998;132,26
CDI;17/03/1998;132,39
CDI;18/03/1998;132,51
CDI;19/03/1998;132,64
CDI;20/03/1998;132,77
CDI;23/03/1998;132,9
CDI;24/03/1998;133,02
CDI;25/03/1998;133,15
CDI;26/03/1998;133,28
CDI;27/03/1998;133,41
CDI;30/03/1998;133,54
CDI;31/03/1998;133,66
CDI;01/04/1998;133,79
CDI;02/04/1998;133,92
CDI;03/04/1998;134,05
CDI;06/04/1998;134,18
CDI;07/04/1998;134,31
CDI;08/04/1998;134,44
CDI;13/04/1998;134,57
CDI;14/04/1998;134,7
CDI;15/04/1998;134,83
CDI;16/04/1998;134,94
CDI;17/04/1998;135,05
CDI;20/04/1998;135,16
CDI;22/04/1998;135,28
CDI;23/04/1998;135,39
CDI;24/04/1998;135,5
CDI;27/04/1998;135,61
CDI;28/04/1998;135,72
CDI;29/04/1998;135,84
CDI;30/04/1998;135,95
CDI;04/05/1998;136,06
CDI;05/05/1998;136,17
CDI;06/05/1998;136,28
CDI;07/05/1998;136,4
CDI;08/05/1998;136,51
CDI;11/05/1998;136,62
CDI;12/05/1998;136,74
CDI;13/05/1998;136,85
CDI;14/05/1998;136,96
CDI;15/05/1998;137,08
CDI;18/05/1998;137,19
CDI;19/05/1998;137,3
CDI;20/05/1998;137,42
CDI;21/05/1998;137,53
CDI;22/05/1998;137,63
CDI;25/05/1998;137,74
CDI;26/05/1998;137,85
CDI;27/05/1998;137,95
CDI;28/05/1998;138,06
CDI;29/05/1998;138,17
CDI;01/06/1998;138,27
CDI;02/06/1998;138,38
CDI;03/06/1998;138,48
CDI;04/06/1998;138,59
CDI;05/06/1998;138,69
CDI;08/06/1998;138,8
CDI;09/06/1998;138,91
CDI;10/06/1998;139,01
CDI;12/06/1998;139,12
CDI;15/06/1998;139,22
CDI;16/06/1998;139,33
CDI;17/06/1998;139,43
CDI;18/06/1998;139,54
CDI;19/06/1998;139,65
CDI;22/06/1998;139,75
CDI;23/06/1998;139,86
CDI;24/06/1998;139,96
CDI;25/06/1998;140,07
CDI;26/06/1998;140,17
CDI;29/06/1998;140,27
CDI;30/06/1998;140,38
CDI;01/07/1998;140,48
CDI;02/07/1998;140,59
CDI;03/07/1998;140,69
CDI;06/07/1998;140,79
CDI;07/07/1998;140,9
CDI;08/07/1998;141
CDI;09/07/1998;141,1
CDI;10/07/1998;141,21
CDI;13/07/1998;141,31
CDI;14/07/1998;141,42
CDI;15/07/1998;141,52
CDI;16/07/1998;141,62
CDI;17/07/1998;141,73
CDI;20/07/1998;141,83
CDI;21/07/1998;141,94
CDI;22/07/1998;142,04
CDI;23/07/1998;142,15
CDI;24/07/1998;142,25
CDI;27/07/1998;142,35
CDI;28/07/1998;142,46
CDI;29/07/1998;142,56
CDI;30/07/1998;142,66
CDI;31/07/1998;142,76
CDI;03/08/1998;142,86
CDI;04/08/1998;142,96
CDI;05/08/1998;143,06
CDI;06/08/1998;143,16
CDI;07/08/1998;143,26
CDI;10/08/1998;143,37
CDI;11/08/1998;143,47
CDI;12/08/1998;143,57
CDI;13/08/1998;143,67
CDI;14/08/1998;143,77
CDI;17/08/1998;143,87
CDI;18/08/1998;143,97
CDI;19/08/1998;144,07
CDI;20/08/1998;144,17
CDI;21/08/1998;144,27
CDI;24/08/1998;144,37
CDI;25/08/1998;144,47
CDI;26/08/1998;144,57
CDI;27/08/1998;144,67
CDI;28/08/1998;144,77
CDI;31/08/1998;144,87
CDI;01/09/1998;144,97
CDI;02/09/1998;145,07
CDI;03/09/1998;145,17
CDI;04/09/1998;145,27
CDI;08/09/1998;145,37
CDI;09/09/1998;145,52
CDI;10/09/1998;145,67
CDI;11/09/1998;145,83
CDI;14/09/1998;146,03
CDI;15/09/1998;146,23
CDI;16/09/1998;146,42
CDI;17/09/1998;146,62
CDI;18/09/1998;146,81
CDI;21/09/1998;147
CDI;22/09/1998;147,2
CDI;23/09/1998;147,39
CDI;24/09/1998;147,59
CDI;25/09/1998;147,79
CDI;28/09/1998;147,98
CDI;29/09/1998;148,18
CDI;30/09/1998;148,38
CDI;01/10/1998;148,58
CDI;02/10/1998;148,78
CDI;05/10/1998;148,98
CDI;06/10/1998;149,18
CDI;07/10/1998;149,38
CDI;08/10/1998;149,59
CDI;09/10/1998;149,79
CDI;13/10/1998;149,99
CDI;14/10/1998;150,2
CDI;15/10/1998;150,41
CDI;16/10/1998;150,61
CDI;19/10/1998;150,82
CDI;20/10/1998;151,03
CDI;21/10/1998;151,24
CDI;22/10/1998;151,45
CDI;23/10/1998;151,66
CDI;26/10/1998;151,87
CDI;27/10/1998;152,08
CDI;28/10/1998;152,29
CDI;29/10/1998;152,5
CDI;30/10/1998;152,71
CDI;03/11/1998;152,93
CDI;04/11/1998;153,14
CDI;05/11/1998;153,35
CDI;06/11/1998;153,57
CDI;09/11/1998;153,78
CDI;10/11/1998;153,99
CDI;11/11/1998;154,2
CDI;12/11/1998;154,4
CDI;13/11/1998;154,6
CDI;16/11/1998;154,79
CDI;17/11/1998;154,99
CDI;18/11/1998;155,18
CDI;19/11/1998;155,38
CDI;20/11/1998;155,57
CDI;23/11/1998;155,76
CDI;24/11/1998;155,94
CDI;25/11/1998;156,13
CDI;26/11/1998;156,31
CDI;27/11/1998;156,5
CDI;30/11/1998;156,68
CDI;01/12/1998;156,86
CDI;02/12/1998;157,05
CDI;03/12/1998;157,23
CDI;04/12/1998;157,41
CDI;07/12/1998;157,59
CDI;08/12/1998;157,77
CDI;09/12/1998;157,94
CDI;10/12/1998;158,12
CDI;11/12/1998;158,3
CDI;14/12/1998;158,47
CDI;15/12/1998;158,65
CDI;16/12/1998;158,82
CDI;17/12/1998;158,98
CDI;18/12/1998;159,14
CDI;21/12/1998;159,31
CDI;22/12/1998;159,47
CDI;23/12/1998;159,63
CDI;24/12/1998;159,79
CDI;28/12/1998;159,95
CDI;29/12/1998;160,11
CDI;30/12/1998;160,27
CDI;31/12/1998;160,43
CDI;04/01/1999;160,59
CDI;05/01/1999;160,76
CDI;06/01/1999;160,92
CDI;07/01/1999;161,08
CDI;08/01/1999;161,24
CDI;11/01/1999;161,41
CDI;12/01/1999;161,57
CDI;13/01/1999;161,73
CDI;14/01/1999;161,9
CDI;15/01/1999;162,07
CDI;18/01/1999;162,24
CDI;19/01/1999;162,4
CDI;20/01/1999;162,58
CDI;21/01/1999;162,76
CDI;22/01/1999;162,94
CDI;25/01/1999;163,13
CDI;26/01/1999;163,31
CDI;27/01/1999;163,49
CDI;28/01/1999;163,68
CDI;29/01/1999;163,88
CDI;01/02/1999;164,09
CDI;02/02/1999;164,3
CDI;03/02/1999;164,51
CDI;04/02/1999;164,73
CDI;05/02/1999;164,94
CDI;08/02/1999;165,15
CDI;09/02/1999;165,36
CDI;10/02/1999;165,58
CDI;11/02/1999;165,79
CDI;12/02/1999;166
CDI;17/02/1999;166,22
CDI;18/02/1999;166,43
CDI;19/02/1999;166,65
CDI;22/02/1999;166,86
CDI;23/02/1999;167,08
CDI;24/02/1999;167,29
CDI;25/02/1999;167,51
CDI;26/02/1999;167,72
CDI;01/03/1999;167,94
CDI;02/03/1999;168,16
CDI;03/03/1999;168,37
CDI;04/03/1999;168,59
CDI;05/03/1999;168,81
CDI;08/03/1999;169,06
CDI;09/03/1999;169,3
CDI;10/03/1999;169,55
CDI;11/03/1999;169,79
CDI;12/03/1999;170,04
CDI;15/03/1999;170,29
CDI;16/03/1999;170,54
CDI;17/03/1999;170,79
CDI;18/03/1999;171,03
CDI;19/03/1999;171,28
CDI;22/03/1999;171,53
CDI;23/03/1999;171,78
CDI;24/03/1999;172,03
CDI;25/03/1999;172,28
CDI;26/03/1999;172,52
CDI;29/03/1999;172,76
CDI;30/03/1999;172,99
CDI;31/03/1999;173,23
CDI;05/04/1999;173,46
CDI;06/04/1999;173,68
CDI;07/04/1999;173,91
CDI;08/04/1999;174,13
CDI;09/04/1999;174,36
CDI;12/04/1999;174,58
CDI;13/04/1999;174,81
CDI;14/04/1999;175,04
CDI;15/04/1999;175,23
CDI;16/04/1999;175,43
CDI;19/04/1999;175,63
CDI;20/04/1999;175,84
CDI;22/04/1999;176,04
CDI;23/04/1999;176,24
CDI;26/04/1999;176,43
CDI;27/04/1999;176,63
CDI;28/04/1999;176,83
CDI;29/04/1999;177,02
CDI;30/04/1999;177,21
CDI;03/05/1999;177,41
CDI;04/05/1999;177,6
CDI;05/05/1999;177,79
CDI;06/05/1999;177,98
CDI;07/05/1999;178,17
CDI;10/05/1999;178,36
CDI;11/05/1999;178,54
CDI;12/05/1999;178,72
CDI;13/05/1999;178,9
CDI;14/05/1999;179,07
CDI;17/05/1999;179,24
CDI;18/05/1999;179,4
CDI;19/05/1999;179,56
CDI;20/05/1999;179,71
CDI;21/05/1999;179,86
CDI;24/05/1999;180
CDI;25/05/1999;180,15
CDI;26/05/1999;180,3
CDI;27/05/1999;180,45
CDI;28/05/1999;180,59
CDI;31/05/1999;180,74
CDI;01/06/1999;180,88
CDI;02/06/1999;181,03
CDI;04/06/1999;181,17
CDI;07/06/1999;181,32
CDI;08/06/1999;181,46
CDI;09/06/1999;181,61
CDI;10/06/1999;181,75
CDI;11/06/1999;181,89
CDI;14/06/1999;182,04
CDI;15/06/1999;182,18
CDI;16/06/1999;182,32
CDI;17/06/1999;182,46
CDI;18/06/1999;182,6
CDI;21/06/1999;182,74
CDI;22/06/1999;182,88
CDI;23/06/1999;183,03
CDI;24/06/1999;183,16
CDI;25/06/1999;183,29
CDI;28/06/1999;183,43
CDI;29/06/1999;183,57
CDI;30/06/1999;183,7
CDI;01/07/1999;183,84
CDI;02/07/1999;183,97
CDI;05/07/1999;184,11
CDI;06/07/1999;184,25
CDI;07/07/1999;184,38
CDI;08/07/1999;184,52
CDI;09/07/1999;184,65
CDI;12/07/1999;184,79
CDI;13/07/1999;184,92
CDI;14/07/1999;185,06
CDI;15/07/1999;185,19
CDI;16/07/1999;185,33
CDI;19/07/1999;185,47
CDI;20/07/1999;185,6
CDI;21/07/1999;185,74
CDI;22/07/1999;185,88
CDI;23/07/1999;186,01
CDI;26/07/1999;186,15
CDI;27/07/1999;186,29
CDI;28/07/1999;186,42
CDI;29/07/1999;186,56
CDI;30/07/1999;186,69
CDI;02/08/1999;186,82
CDI;03/08/1999;186,95
CDI;04/08/1999;187,08
CDI;05/08/1999;187,21
CDI;06/08/1999;187,34
CDI;09/08/1999;187,47
CDI;10/08/1999;187,61
CDI;11/08/1999;187,74
CDI;12/08/1999;187,87
CDI;13/08/1999;188
CDI;16/08/1999;188,13
CDI;17/08/1999;188,26
CDI;18/08/1999;188,39
CDI;19/08/1999;188,52
CDI;20/08/1999;188,66
CDI;23/08/1999;188,79
CDI;24/08/1999;188,92
CDI;25/08/1999;189,05
CDI;26/08/1999;189,18
CDI;27/08/1999;189,31
CDI;30/08/1999;189,45
CDI;31/08/1999;189,58
CDI;01/09/1999;189,71
CDI;02/09/1999;189,84
CDI;03/09/1999;189,97
CDI;06/09/1999;190,11
CDI;08/09/1999;190,24
CDI;09/09/1999;190,37
CDI;10/09/1999;190,5
CDI;13/09/1999;190,64
CDI;14/09/1999;190,77
CDI;15/09/1999;190,9
CDI;16/09/1999;191,04
CDI;17/09/1999;191,17
CDI;20/09/1999;191,3
CDI;21/09/1999;191,44
CDI;22/09/1999;191,57
CDI;23/09/1999;191,7
CDI;24/09/1999;191,84
CDI;27/09/1999;191,97
CDI;28/09/1999;192,1
CDI;29/09/1999;192,23
CDI;30/09/1999;192,36
CDI;01/10/1999;192,49
CDI;04/10/1999;192,63
CDI;05/10/1999;192,76
CDI;06/10/1999;192,89
CDI;07/10/1999;193,02
CDI;08/10/1999;193,16
CDI;11/10/1999;193,29
CDI;13/10/1999;193,42
CDI;14/10/1999;193,55
CDI;15/10/1999;193,68
CDI;18/10/1999;193,82
CDI;19/10/1999;193,95
CDI;20/10/1999;194,08
CDI;21/10/1999;194,21
CDI;22/10/1999;194,35
CDI;25/10/1999;194,48
CDI;26/10/1999;194,61
CDI;27/10/1999;194,74
CDI;28/10/1999;194,88
CDI;29/10/1999;195,01
CDI;01/11/1999;195,14
CDI;03/11/1999;195,27
CDI;04/11/1999;195,41
CDI;05/11/1999;195,54
CDI;08/11/1999;195,67
CDI;09/11/1999;195,81
CDI;10/11/1999;195,94
CDI;11/11/1999;196,07
CDI;12/11/1999;196,2
CDI;16/11/1999;196,34
CDI;17/11/1999;196,47
CDI;18/11/1999;196,61
CDI;19/11/1999;196,74
CDI;22/11/1999;196,88
CDI;23/11/1999;197,01
CDI;24/11/1999;197,14
CDI;25/11/1999;197,28
CDI;26/11/1999;197,41
CDI;29/11/1999;197,55
CDI;30/11/1999;197,68
CDI;01/12/1999;197,82
CDI;02/12/1999;197,95
CDI;03/12/1999;198,09
CDI;06/12/1999;198,23
CDI;07/12/1999;198,36
CDI;08/12/1999;198,5
CDI;09/12/1999;198,63
CDI;10/12/1999;198,77
CDI;13/12/1999;198,9
CDI;14/12/1999;199,04
CDI;15/12/1999;199,17
CDI;16/12/1999;199,31
CDI;17/12/1999;199,45
CDI;20/12/1999;199,58
CDI;21/12/1999;199,72
CDI;22/12/1999;199,85
CDI;23/12/1999;199,99
CDI;24/12/1999;200,13
CDI;27/12/1999;200,26
CDI;28/12/1999;200,4
CDI;29/12/1999;200,54
CDI;30/12/1999;200,67
CDI;31/12/1999;200,81
CDI;03/01/2000;200,95
CDI;04/01/2000;201,09
CDI;05/01/2000;201,22
CDI;06/01/2000;201,36
CDI;07/01/2000;201,5
CDI;10/01/2000;201,64
CDI;11/01/2000;201,77
CDI;12/01/2000;201,91
CDI;13/01/2000;202,05
CDI;14/01/2000;202,19
CDI;17/01/2000;202,32
CDI;18/01/2000;202,46
CDI;19/01/2000;202,6
CDI;20/01/2000;202,74
CDI;21/01/2000;202,88
CDI;24/01/2000;203,01
CDI;25/01/2000;203,15
CDI;26/01/2000;203,29
CDI;27/01/2000;203,43
CDI;28/01/2000;203,57
CDI;31/01/2000;203,71
CDI;01/02/2000;203,85
CDI;02/02/2000;203,98
CDI;03/02/2000;204,12
CDI;04/02/2000;204,26
CDI;07/02/2000;204,4
CDI;08/02/2000;204,54
CDI;09/02/2000;204,68
CDI;10/02/2000;204,82
CDI;11/02/2000;204,96
CDI;14/02/2000;205,1
CDI;15/02/2000;205,24
CDI;16/02/2000;205,38
CDI;17/02/2000;205,52
CDI;18/02/2000;205,66
CDI;21/02/2000;205,8
CDI;22/02/2000;205,94
CDI;23/02/2000;206,08
CDI;24/02/2000;206,22
CDI;25/02/2000;206,36
CDI;28/02/2000;206,5
CDI;29/02/2000;206,64
CDI;01/03/2000;206,78
CDI;02/03/2000;206,92
CDI;03/03/2000;207,06
CDI;08/03/2000;207,21
CDI;09/03/2000;207,35
CDI;10/03/2000;207,49
CDI;13/03/2000;207,63
CDI;14/03/2000;207,77
CDI;15/03/2000;207,91
CDI;16/03/2000;208,06
CDI;17/03/2000;208,2
CDI;20/03/2000;208,34
CDI;21/03/2000;208,48
CDI;22/03/2000;208,62
CDI;23/03/2000;208,77
CDI;24/03/2000;208,91
CDI;27/03/2000;209,05
CDI;28/03/2000;209,19
CDI;29/03/2000;209,34
CDI;30/03/2000;209,48
CDI;31/03/2000;209,62
CDI;03/04/2000;209,76
CDI;04/04/2000;209,9
CDI;05/04/2000;210,04
CDI;06/04/2000;210,18
CDI;07/04/2000;210,32
CDI;10/04/2000;210,46
CDI;11/04/2000;210,6
CDI;12/04/2000;210,74
CDI;13/04/2000;210,88
CDI;14/04/2000;211,03
CDI;17/04/2000;211,17
CDI;18/04/2000;211,31
CDI;19/04/2000;211,45
CDI;20/04/2000;211,59
CDI;24/04/2000;211,74
CDI;25/04/2000;211,88
CDI;26/04/2000;212,02
CDI;27/04/2000;212,16
CDI;28/04/2000;212,31
CDI;02/05/2000;212,45
CDI;03/05/2000;212,59
CDI;04/05/2000;212,74
CDI;05/05/2000;212,88
CDI;08/05/2000;213,02
CDI;09/05/2000;213,17
CDI;10/05/2000;213,31
CDI;11/05/2000;213,45
CDI;12/05/2000;213,6
CDI;15/05/2000;213,74
CDI;16/05/2000;213,88
CDI;17/05/2000;214,03
CDI;18/05/2000;214,17
CDI;19/05/2000;214,31
CDI;22/05/2000;214,46
CDI;23/05/2000;214,6
CDI;24/05/2000;214,75
CDI;25/05/2000;214,89
CDI;26/05/2000;215,03
CDI;29/05/2000;215,18
CDI;30/05/2000;215,32
CDI;31/05/2000;215,47
CDI;01/06/2000;215,61
CDI;02/06/2000;215,76
CDI;05/06/2000;215,9
CDI;06/06/2000;216,04
CDI;07/06/2000;216,19
CDI;08/06/2000;216,33
CDI;09/06/2000;216,48
CDI;12/06/2000;216,62
CDI;13/06/2000;216,77
CDI;14/06/2000;216,91
CDI;15/06/2000;217,05
CDI;16/06/2000;217,2
CDI;19/06/2000;217,34
CDI;20/06/2000;217,49
CDI;21/06/2000;217,63
CDI;23/06/2000;217,77
CDI;26/06/2000;217,91
CDI;27/06/2000;218,05
CDI;28/06/2000;218,19
CDI;29/06/2000;218,32
CDI;30/06/2000;218,46
CDI;03/07/2000;218,6
CDI;04/07/2000;218,74
CDI;05/07/2000;218,87
CDI;06/07/2000;219,01
CDI;07/07/2000;219,15
CDI;10/07/2000;219,29
CDI;11/07/2000;219,42
CDI;12/07/2000;219,56
CDI;13/07/2000;219,7
CDI;14/07/2000;219,83
CDI;17/07/2000;219,97
CDI;18/07/2000;220,1
CDI;19/07/2000;220,24
CDI;20/07/2000;220,38
CDI;21/07/2000;220,51
CDI;24/07/2000;220,64
CDI;25/07/2000;220,78
CDI;26/07/2000;220,91
CDI;27/07/2000;221,04
CDI;28/07/2000;221,18
CDI;31/07/2000;221,31
CDI;01/08/2000;221,44
CDI;02/08/2000;221,58
CDI;03/08/2000;221,71
CDI;04/08/2000;221,84
CDI;07/08/2000;221,98
CDI;08/08/2000;222,11
CDI;09/08/2000;222,24
CDI;10/08/2000;222,38
CDI;11/08/2000;222,51
CDI;14/08/2000;222,65
CDI;15/08/2000;222,78
CDI;16/08/2000;222,92
CDI;17/08/2000;223,05
CDI;18/08/2000;223,18
CDI;21/08/2000;223,32
CDI;22/08/2000;223,45
CDI;23/08/2000;223,59
CDI;24/08/2000;223,72
CDI;25/08/2000;223,86
CDI;28/08/2000;223,99
CDI;29/08/2000;224,13
CDI;30/08/2000;224,26
CDI;31/08/2000;224,4
CDI;01/09/2000;224,53
CDI;04/09/2000;224,67
CDI;05/09/2000;224,8
CDI;06/09/2000;224,94
CDI;08/09/2000;225,07
CDI;11/09/2000;225,21
CDI;12/09/2000;225,35
CDI;13/09/2000;225,48
CDI;14/09/2000;225,62
CDI;15/09/2000;225,76
